source_id,recommendation_id,source_name,source_type,trust_level,last_updated,description,data_collected
SRC-00150,REC-0038,Malware Detection Engine,Antivirus Scanner,Very High,2026-05-07 23:52,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-00151,REC-0038,Patch Compliance Records,Systems Management,High,2026-05-07 23:15,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-00152,REC-0038,Network Anomaly Detection,IDS/IPS System,Low,2026-05-07 23:38,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-00153,REC-0038,Authentication Events,Identity Provider,Low,2026-05-07 23:08,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-00154,REC-0039,Endpoint Detection Systems,EDR Engine,High,2026-06-20 23:17,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-00155,REC-0039,Authentication Events,Identity Provider,High,2026-06-20 23:04,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-00156,REC-0039,Malware Detection Engine,Antivirus Scanner,High,2026-06-20 23:03,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-00157,REC-0040,Patch Compliance Records,Systems Management,Low,2026-05-07 23:26,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-00158,REC-0040,Endpoint Detection Systems,EDR Engine,Moderate,2026-05-07 23:03,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-00159,REC-0040,Device Telemetry,Endpoint Agent,High,2026-05-07 23:01,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-00160,REC-0040,Threat Intelligence Feeds,External Threat Intel,High,2026-05-07 23:28,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-00161,REC-0040,Historical Incident Records,Incident Registry,Moderate,2026-05-07 23:26,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-00162,REC-0041,Security Logs,SIEM Stream,Moderate,2026-06-04 23:56,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-00163,REC-0041,Endpoint Detection Systems,EDR Engine,Low,2026-06-04 23:07,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-00164,REC-0041,Authentication Events,Identity Provider,Very High,2026-06-04 23:13,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-00165,REC-0041,Device Telemetry,Endpoint Agent,Very High,2026-06-04 23:57,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-00166,REC-0041,Malware Detection Engine,Antivirus Scanner,Very High,2026-06-04 23:21,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-00167,REC-0042,Historical Incident Records,Incident Registry,Very High,2026-05-14 23:51,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-00168,REC-0042,Authentication Events,Identity Provider,Moderate,2026-05-14 23:20,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-00169,REC-0042,Network Activity,NetFlow Collector,High,2026-05-14 23:34,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-00170,REC-0042,Patch Compliance Records,Systems Management,High,2026-05-14 23:05,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-00171,REC-0042,Network Anomaly Detection,IDS/IPS System,High,2026-05-14 23:52,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-00172,REC-0043,Threat Intelligence Feeds,External Threat Intel,Very High,2026-06-08 23:28,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-00173,REC-0043,Malware Detection Engine,Antivirus Scanner,Very High,2026-06-08 23:36,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-00174,REC-0043,Network Activity,NetFlow Collector,High,2026-06-08 23:56,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-00175,REC-0043,Historical Incident Records,Incident Registry,Moderate,2026-06-08 23:54,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-00176,REC-0043,Security Logs,SIEM Stream,Moderate,2026-06-08 23:04,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-00177,REC-0044,Device Telemetry,Endpoint Agent,Low,2026-05-25 23:37,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-00178,REC-0044,Network Anomaly Detection,IDS/IPS System,Moderate,2026-05-25 23:49,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-00179,REC-0044,Historical Incident Records,Incident Registry,Very High,2026-05-25 23:09,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-00180,REC-0044,Endpoint Detection Systems,EDR Engine,High,2026-05-25 23:49,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-00181,REC-0045,Threat Intelligence Feeds,External Threat Intel,Very High,2026-05-18 23:36,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-00182,REC-0045,Authentication Events,Identity Provider,Very High,2026-05-18 23:50,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-00183,REC-0045,Security Logs,SIEM Stream,High,2026-05-18 23:27,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-00184,REC-0045,Historical Incident Records,Incident Registry,Very High,2026-05-18 23:47,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-00185,REC-0046,Endpoint Detection Systems,EDR Engine,Very High,2026-05-17 23:24,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-00186,REC-0046,Malware Detection Engine,Antivirus Scanner,High,2026-05-17 23:08,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-00187,REC-0046,Patch Compliance Records,Systems Management,Very High,2026-05-17 23:21,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-00188,REC-0046,Network Anomaly Detection,IDS/IPS System,Very High,2026-05-17 23:20,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-00189,REC-0046,Security Logs,SIEM Stream,Moderate,2026-05-17 23:36,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-00190,REC-0047,Historical Incident Records,Incident Registry,High,2026-05-09 23:02,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-00191,REC-0047,Security Logs,SIEM Stream,High,2026-05-09 23:11,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-00192,REC-0047,Device Telemetry,Endpoint Agent,Very High,2026-05-09 23:29,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-00193,REC-0048,Patch Compliance Records,Systems Management,Very High,2026-06-11 23:55,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-00194,REC-0048,Security Logs,SIEM Stream,High,2026-06-11 23:45,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-00195,REC-0048,Authentication Events,Identity Provider,High,2026-06-11 23:16,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-00196,REC-0049,Device Telemetry,Endpoint Agent,High,2026-05-07 23:54,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
