recommendation_id,device_id,case_id,evidence_type,weight_percentage,description
REC-0505,DEV-0130,CASE-0505,Patch Violation,2.3,Patch Violation detected on DEV-0130-CORP with elevated correlation to revoke admin credentials.
REC-0505,DEV-0130,CASE-0505,Suspicious DNS Query,7.0,Suspicious DNS Query detected on DEV-0130-CORP with elevated correlation to revoke admin credentials.
REC-0505,DEV-0130,CASE-0505,Malware Signature,3.4,Malware Signature detected on DEV-0130-CORP with elevated correlation to revoke admin credentials.
REC-0505,DEV-0130,CASE-0505,Data Exfiltration Pattern,5.0,Data Exfiltration Pattern detected on DEV-0130-CORP with elevated correlation to revoke admin credentials.
REC-0505,DEV-0130,CASE-0505,Network Activity,82.3,Network Activity detected on DEV-0130-CORP with elevated correlation to revoke admin credentials.
REC-0947,DEV-0211,CASE-0947,Data Exfiltration Pattern,7.0,Data Exfiltration Pattern detected on DEV-0211-CORP with elevated correlation to restrict network access.
REC-0947,DEV-0211,CASE-0947,Suspicious DNS Query,49.6,Suspicious DNS Query detected on DEV-0211-CORP with elevated correlation to restrict network access.
REC-0947,DEV-0211,CASE-0947,Malware Signature,8.6,Malware Signature detected on DEV-0211-CORP with elevated correlation to restrict network access.
REC-0947,DEV-0211,CASE-0947,Patch Violation,21.0,Patch Violation detected on DEV-0211-CORP with elevated correlation to restrict network access.
REC-0947,DEV-0211,CASE-0947,Privilege Escalation,13.8,Privilege Escalation detected on DEV-0211-CORP with elevated correlation to restrict network access.
REC-0337,DEV-0026,CASE-0337,Anomalous Process,20.3,Anomalous Process detected on DEV-0026-CORP with elevated correlation to deploy security patch.
REC-0337,DEV-0026,CASE-0337,Privilege Escalation,35.5,Privilege Escalation detected on DEV-0026-CORP with elevated correlation to deploy security patch.
REC-0337,DEV-0026,CASE-0337,Patch Violation,3.5,Patch Violation detected on DEV-0026-CORP with elevated correlation to deploy security patch.
REC-0337,DEV-0026,CASE-0337,Suspicious DNS Query,36.9,Suspicious DNS Query detected on DEV-0026-CORP with elevated correlation to deploy security patch.
REC-0337,DEV-0026,CASE-0337,Data Exfiltration Pattern,3.8,Data Exfiltration Pattern detected on DEV-0026-CORP with elevated correlation to deploy security patch.
REC-0936,DEV-0022,CASE-0936,Data Exfiltration Pattern,59.3,Data Exfiltration Pattern detected on DEV-0022-CORP with elevated correlation to quarantine device.
REC-0936,DEV-0022,CASE-0936,Anomalous Process,6.3,Anomalous Process detected on DEV-0022-CORP with elevated correlation to quarantine device.
REC-0936,DEV-0022,CASE-0936,Network Activity,14.4,Network Activity detected on DEV-0022-CORP with elevated correlation to quarantine device.
REC-0936,DEV-0022,CASE-0936,Privilege Escalation,20.0,Privilege Escalation detected on DEV-0022-CORP with elevated correlation to quarantine device.
REC-0549,DEV-0221,CASE-0549,Network Activity,39.7,Network Activity detected on DEV-0221-CORP with elevated correlation to restrict network access.
REC-0549,DEV-0221,CASE-0549,Patch Violation,5.5,Patch Violation detected on DEV-0221-CORP with elevated correlation to restrict network access.
REC-0549,DEV-0221,CASE-0549,Anomalous Process,10.4,Anomalous Process detected on DEV-0221-CORP with elevated correlation to restrict network access.
REC-0549,DEV-0221,CASE-0549,Data Exfiltration Pattern,30.9,Data Exfiltration Pattern detected on DEV-0221-CORP with elevated correlation to restrict network access.
REC-0549,DEV-0221,CASE-0549,Suspicious DNS Query,13.4,Suspicious DNS Query detected on DEV-0221-CORP with elevated correlation to restrict network access.
REC-0634,DEV-0157,CASE-0634,Suspicious DNS Query,41.7,Suspicious DNS Query detected on DEV-0157-CORP with elevated correlation to escalate to human review.
REC-0634,DEV-0157,CASE-0634,Network Activity,31.8,Network Activity detected on DEV-0157-CORP with elevated correlation to escalate to human review.
REC-0634,DEV-0157,CASE-0634,Data Exfiltration Pattern,7.5,Data Exfiltration Pattern detected on DEV-0157-CORP with elevated correlation to escalate to human review.
REC-0634,DEV-0157,CASE-0634,Malware Signature,18.9,Malware Signature detected on DEV-0157-CORP with elevated correlation to escalate to human review.
REC-0001,DEV-0103,CASE-0001,Network Activity,9.0,Network Activity detected on DEV-0103-CORP with elevated correlation to force password reset.
REC-0001,DEV-0103,CASE-0001,Data Exfiltration Pattern,48.5,Data Exfiltration Pattern detected on DEV-0103-CORP with elevated correlation to force password reset.
REC-0001,DEV-0103,CASE-0001,Privilege Escalation,42.5,Privilege Escalation detected on DEV-0103-CORP with elevated correlation to force password reset.
REC-0589,DEV-0070,CASE-0589,Suspicious DNS Query,25.4,Suspicious DNS Query detected on DEV-0070-CORP with elevated correlation to revoke admin credentials.
REC-0589,DEV-0070,CASE-0589,Network Activity,11.3,Network Activity detected on DEV-0070-CORP with elevated correlation to revoke admin credentials.
REC-0589,DEV-0070,CASE-0589,Privilege Escalation,31.3,Privilege Escalation detected on DEV-0070-CORP with elevated correlation to revoke admin credentials.
REC-0589,DEV-0070,CASE-0589,Data Exfiltration Pattern,21.5,Data Exfiltration Pattern detected on DEV-0070-CORP with elevated correlation to revoke admin credentials.
REC-0589,DEV-0070,CASE-0589,Anomalous Process,10.5,Anomalous Process detected on DEV-0070-CORP with elevated correlation to revoke admin credentials.
REC-0036,DEV-0227,CASE-0036,Anomalous Process,3.7,Anomalous Process detected on DEV-0227-CORP with elevated correlation to quarantine device.
REC-0036,DEV-0227,CASE-0036,Data Exfiltration Pattern,64.7,Data Exfiltration Pattern detected on DEV-0227-CORP with elevated correlation to quarantine device.
REC-0036,DEV-0227,CASE-0036,Malware Signature,31.6,Malware Signature detected on DEV-0227-CORP with elevated correlation to quarantine device.
REC-0842,DEV-0156,CASE-0842,Suspicious DNS Query,7.3,Suspicious DNS Query detected on DEV-0156-CORP with elevated correlation to escalate to human review.
REC-0842,DEV-0156,CASE-0842,Privilege Escalation,44.6,Privilege Escalation detected on DEV-0156-CORP with elevated correlation to escalate to human review.
REC-0842,DEV-0156,CASE-0842,Patch Violation,48.0,Patch Violation detected on DEV-0156-CORP with elevated correlation to escalate to human review.
REC-0839,DEV-0173,CASE-0839,Privilege Escalation,10.2,Privilege Escalation detected on DEV-0173-CORP with elevated correlation to deploy security patch.
REC-0839,DEV-0173,CASE-0839,Data Exfiltration Pattern,45.7,Data Exfiltration Pattern detected on DEV-0173-CORP with elevated correlation to deploy security patch.
REC-0839,DEV-0173,CASE-0839,Malware Signature,44.2,Malware Signature detected on DEV-0173-CORP with elevated correlation to deploy security patch.
REC-0629,DEV-0164,CASE-0629,Failed Logins,39.2,Failed Logins detected on DEV-0164-CORP with elevated correlation to monitor device activity.
REC-0629,DEV-0164,CASE-0629,Privilege Escalation,13.6,Privilege Escalation detected on DEV-0164-CORP with elevated correlation to monitor device activity.
REC-0629,DEV-0164,CASE-0629,Anomalous Process,1.1,Anomalous Process detected on DEV-0164-CORP with elevated correlation to monitor device activity.
REC-0629,DEV-0164,CASE-0629,Patch Violation,15.7,Patch Violation detected on DEV-0164-CORP with elevated correlation to monitor device activity.
REC-0629,DEV-0164,CASE-0629,Malware Signature,30.3,Malware Signature detected on DEV-0164-CORP with elevated correlation to monitor device activity.
REC-0235,DEV-0106,CASE-0235,Privilege Escalation,7.1,Privilege Escalation detected on DEV-0106-CORP with elevated correlation to isolate endpoint.
REC-0235,DEV-0106,CASE-0235,Anomalous Process,9.9,Anomalous Process detected on DEV-0106-CORP with elevated correlation to isolate endpoint.
REC-0235,DEV-0106,CASE-0235,Network Activity,83.0,Network Activity detected on DEV-0106-CORP with elevated correlation to isolate endpoint.
REC-0682,DEV-0172,CASE-0682,Malware Signature,9.8,Malware Signature detected on DEV-0172-CORP with elevated correlation to monitor device activity.
REC-0682,DEV-0172,CASE-0682,Anomalous Process,46.2,Anomalous Process detected on DEV-0172-CORP with elevated correlation to monitor device activity.
REC-0682,DEV-0172,CASE-0682,Failed Logins,8.4,Failed Logins detected on DEV-0172-CORP with elevated correlation to monitor device activity.
REC-0682,DEV-0172,CASE-0682,Suspicious DNS Query,31.0,Suspicious DNS Query detected on DEV-0172-CORP with elevated correlation to monitor device activity.
REC-0682,DEV-0172,CASE-0682,Patch Violation,4.6,Patch Violation detected on DEV-0172-CORP with elevated correlation to monitor device activity.
REC-0478,DEV-0207,CASE-0478,Data Exfiltration Pattern,70.8,Data Exfiltration Pattern detected on DEV-0207-CORP with elevated correlation to force password reset.
REC-0478,DEV-0207,CASE-0478,Malware Signature,28.5,Malware Signature detected on DEV-0207-CORP with elevated correlation to force password reset.
REC-0478,DEV-0207,CASE-0478,Suspicious DNS Query,0.7,Suspicious DNS Query detected on DEV-0207-CORP with elevated correlation to force password reset.
REC-0751,DEV-0175,CASE-0751,Malware Signature,17.7,Malware Signature detected on DEV-0175-CORP with elevated correlation to force password reset.
REC-0751,DEV-0175,CASE-0751,Data Exfiltration Pattern,8.9,Data Exfiltration Pattern detected on DEV-0175-CORP with elevated correlation to force password reset.
REC-0751,DEV-0175,CASE-0751,Anomalous Process,70.8,Anomalous Process detected on DEV-0175-CORP with elevated correlation to force password reset.
REC-0751,DEV-0175,CASE-0751,Privilege Escalation,2.7,Privilege Escalation detected on DEV-0175-CORP with elevated correlation to force password reset.
REC-0945,DEV-0023,CASE-0945,Patch Violation,9.6,Patch Violation detected on DEV-0023-CORP with elevated correlation to deploy security patch.
REC-0945,DEV-0023,CASE-0945,Anomalous Process,54.3,Anomalous Process detected on DEV-0023-CORP with elevated correlation to deploy security patch.
REC-0945,DEV-0023,CASE-0945,Failed Logins,32.1,Failed Logins detected on DEV-0023-CORP with elevated correlation to deploy security patch.
REC-0945,DEV-0023,CASE-0945,Data Exfiltration Pattern,4.1,Data Exfiltration Pattern detected on DEV-0023-CORP with elevated correlation to deploy security patch.
REC-0863,DEV-0136,CASE-0863,Privilege Escalation,41.4,Privilege Escalation detected on DEV-0136-CORP with elevated correlation to deploy security patch.
REC-0863,DEV-0136,CASE-0863,Network Activity,17.3,Network Activity detected on DEV-0136-CORP with elevated correlation to deploy security patch.
REC-0863,DEV-0136,CASE-0863,Anomalous Process,41.3,Anomalous Process detected on DEV-0136-CORP with elevated correlation to deploy security patch.
REC-0285,DEV-0158,CASE-0285,Suspicious DNS Query,15.2,Suspicious DNS Query detected on DEV-0158-CORP with elevated correlation to deploy security patch.
REC-0285,DEV-0158,CASE-0285,Failed Logins,14.2,Failed Logins detected on DEV-0158-CORP with elevated correlation to deploy security patch.
REC-0285,DEV-0158,CASE-0285,Anomalous Process,32.9,Anomalous Process detected on DEV-0158-CORP with elevated correlation to deploy security patch.
REC-0285,DEV-0158,CASE-0285,Data Exfiltration Pattern,37.8,Data Exfiltration Pattern detected on DEV-0158-CORP with elevated correlation to deploy security patch.
REC-0146,DEV-0100,CASE-0146,Suspicious DNS Query,32.5,Suspicious DNS Query detected on DEV-0100-CORP with elevated correlation to restrict network access.
REC-0146,DEV-0100,CASE-0146,Privilege Escalation,29.7,Privilege Escalation detected on DEV-0100-CORP with elevated correlation to restrict network access.
REC-0146,DEV-0100,CASE-0146,Failed Logins,2.3,Failed Logins detected on DEV-0100-CORP with elevated correlation to restrict network access.
REC-0146,DEV-0100,CASE-0146,Anomalous Process,35.4,Anomalous Process detected on DEV-0100-CORP with elevated correlation to restrict network access.
REC-0255,DEV-0130,CASE-0255,Failed Logins,18.4,Failed Logins detected on DEV-0130-CORP with elevated correlation to isolate endpoint.
REC-0255,DEV-0130,CASE-0255,Data Exfiltration Pattern,11.0,Data Exfiltration Pattern detected on DEV-0130-CORP with elevated correlation to isolate endpoint.
REC-0255,DEV-0130,CASE-0255,Privilege Escalation,15.8,Privilege Escalation detected on DEV-0130-CORP with elevated correlation to isolate endpoint.
REC-0255,DEV-0130,CASE-0255,Anomalous Process,36.0,Anomalous Process detected on DEV-0130-CORP with elevated correlation to isolate endpoint.
REC-0255,DEV-0130,CASE-0255,Network Activity,18.8,Network Activity detected on DEV-0130-CORP with elevated correlation to isolate endpoint.
REC-0003,DEV-0244,CASE-0003,Data Exfiltration Pattern,22.8,Data Exfiltration Pattern detected on DEV-0244-CORP with elevated correlation to deploy security patch.
REC-0003,DEV-0244,CASE-0003,Patch Violation,0.1,Patch Violation detected on DEV-0244-CORP with elevated correlation to deploy security patch.
REC-0003,DEV-0244,CASE-0003,Privilege Escalation,0.0,Privilege Escalation detected on DEV-0244-CORP with elevated correlation to deploy security patch.
REC-0003,DEV-0244,CASE-0003,Network Activity,18.0,Network Activity detected on DEV-0244-CORP with elevated correlation to deploy security patch.
REC-0003,DEV-0244,CASE-0003,Malware Signature,59.0,Malware Signature detected on DEV-0244-CORP with elevated correlation to deploy security patch.
REC-0442,DEV-0106,CASE-0442,Patch Violation,57.8,Patch Violation detected on DEV-0106-CORP with elevated correlation to monitor device activity.
REC-0442,DEV-0106,CASE-0442,Failed Logins,20.8,Failed Logins detected on DEV-0106-CORP with elevated correlation to monitor device activity.
REC-0442,DEV-0106,CASE-0442,Data Exfiltration Pattern,21.4,Data Exfiltration Pattern detected on DEV-0106-CORP with elevated correlation to monitor device activity.
REC-0293,DEV-0061,CASE-0293,Patch Violation,7.7,Patch Violation detected on DEV-0061-CORP with elevated correlation to force password reset.
REC-0293,DEV-0061,CASE-0293,Privilege Escalation,5.6,Privilege Escalation detected on DEV-0061-CORP with elevated correlation to force password reset.
REC-0293,DEV-0061,CASE-0293,Anomalous Process,8.4,Anomalous Process detected on DEV-0061-CORP with elevated correlation to force password reset.
REC-0293,DEV-0061,CASE-0293,Malware Signature,25.5,Malware Signature detected on DEV-0061-CORP with elevated correlation to force password reset.
REC-0293,DEV-0061,CASE-0293,Suspicious DNS Query,52.8,Suspicious DNS Query detected on DEV-0061-CORP with elevated correlation to force password reset.
REC-0155,DEV-0049,CASE-0155,Suspicious DNS Query,33.3,Suspicious DNS Query detected on DEV-0049-CORP with elevated correlation to isolate endpoint.
REC-0155,DEV-0049,CASE-0155,Malware Signature,32.5,Malware Signature detected on DEV-0049-CORP with elevated correlation to isolate endpoint.
